Weekly_Sales,Store,Unemployment,Fuel_Price,CPI,Week,Temperature,Month,Year
1877358.86,13,8.107,2.908,126.1602258,21,53.11,5,2010
2022705.22,13,8.107,2.871,126.1360645,22,59.85,6,2010
2037880.96,13,8.107,2.841,126.1119032,23,65.24,6,2010
2003435.31,13,8.107,2.819,126.114,24,58.41,6,2010
1970340.25,13,8.107,2.82,126.1266,25,71.83,6,2010
2018314.71,13,7.951,2.814,126.1392,26,78.82,7,2010
1870843.9,13,7.951,2.802,126.1518,27,71.33,7,2010
1932231.05,13,7.951,2.791,126.1498065,28,77.79,7,2010
1907351.2,13,7.951,2.797,126.1283548,29,82.27,7,2010
1817887.23,13,7.951,2.797,126.1069032,30,78.94,7,2010
1969121.45,13,7.951,2.802,126.0854516,31,81.24,8,2010
1877592.55,13,7.951,2.837,126.064,32,74.93,8,2010
1997397.63,13,7.951,2.85,126.0766452,33,76.34,8,2010
1908278.27,13,7.951,2.854,126.0892903,34,75.31,8,2010
1911852.58,13,7.951,2.868,126.1019355,35,65.71,9,2010
1772143.94,13,7.951,2.87,126.1145806,36,65.74,9,2010
1790279.74,13,7.951,2.875,126.1454667,37,66.84,9,2010
1705655.09,13,7.951,2.872,126.1900333,38,68.22,9,2010
1765584.48,13,7.795,2.853,126.2346,39,68.74,10,2010
1871924.07,13,7.795,2.841,126.2791667,40,63.03,10,2010
1851431.06,13,7.795,2.845,126.3266774,41,54.12,10,2010
1796949.59,13,7.795,2.849,126.3815484,42,56.89,10,2010
1887895.07,13,7.795,2.841,126.4364194,43,45.12,10,2010
1854967.66,13,7.795,2.831,126.4912903,44,49.96,11,2010
1939964.63,13,7.795,2.831,126.5461613,45,42.55,11,2010
1925393.91,13,7.795,2.842,126.6072,46,42.0,11,2010
2766400.05,13,7.795,2.83,126.6692667,47,28.22,11,2010
2083379.89,13,7.795,2.812,126.7313333,48,25.8,12,2010
2461468.35,13,7.795,2.817,126.7934,49,36.78,12,2010
2771646.81,13,7.795,2.842,126.8794839,50,35.21,12,2010
3595903.2,13,7.795,2.846,126.9835806,51,34.9,12,2010
1675292.0,13,7.795,2.868,127.0876774,52,26.79,12,2010
1744544.39,13,7.47,2.891,127.1917742,1,16.94,1,2011
1682316.31,13,7.47,2.903,127.3009355,2,20.6,1,2011
1770177.37,13,7.47,2.934,127.4404839,3,34.8,1,2011
1633663.12,13,7.47,2.96,127.5800323,4,31.64,1,2011
1848186.58,13,7.47,2.974,127.7195806,5,23.35,2,2011
1944438.9,13,7.47,3.034,127.859129,6,30.83,2,2011
2003480.59,13,7.47,3.062,127.99525,7,40.85,2,2011
1831933.95,13,7.47,3.12,128.13,8,33.17,2,2011
1894960.68,13,7.47,3.23,128.26475,9,34.23,3,2011
1852432.58,13,7.47,3.346,128.3995,10,41.28,3,2011
1852443.78,13,7.47,3.407,128.5121935,11,44.69,3,2011
1807545.43,13,7.47,3.435,128.6160645,12,42.38,3,2011
1864238.64,13,7.193,3.487,128.7199355,13,42.49,4,2011
1887465.04,13,7.193,3.547,128.8238065,14,42.75,4,2011
1950994.04,13,7.193,3.616,128.9107333,15,41.72,4,2011
2124316.34,13,7.193,3.655,128.9553,16,47.55,4,2011
1895583.12,13,7.193,3.683,128.9998667,17,43.85,4,2011
1986380.4,13,7.193,3.744,129.0444333,18,47.75,5,2011
1958823.56,13,7.193,3.77,129.089,19,52.4,5,2011
1860923.55,13,7.193,3.802,129.0756774,20,52.12,5,2011
1866369.93,13,7.193,3.778,129.0623548,21,54.62,5,2011
1935593.87,13,7.193,3.752,129.0490323,22,52.76,6,2011
1997816.98,13,7.193,3.732,129.0357097,23,61.39,6,2011
2086433.49,13,7.193,3.704,129.0432,24,63.35,6,2011
2009163.08,13,7.193,3.668,129.0663,25,66.38,6,2011
2048035.74,13,6.877,3.613,129.0894,26,74.29,7,2011
2021699.38,13,6.877,3.563,129.1125,27,77.3,7,2011
1956813.31,13,6.877,3.553,129.1338387,28,75.59,7,2011
1987089.36,13,6.877,3.563,129.1507742,29,78.5,7,2011
1880785.69,13,6.877,3.574,129.1677097,30,77.62,7,2011
2076231.8,13,6.877,3.595,129.1846452,31,75.56,8,2011
1970341.38,13,6.877,3.606,129.2015806,32,75.95,8,2011
2090340.98,13,6.877,3.578,129.2405806,33,76.68,8,2011
2035244.54,13,6.877,3.57,129.2832581,34,81.53,8,2011
1953628.82,13,6.877,3.58,129.3259355,35,77.0,9,2011
1872921.31,13,6.877,3.619,129.3686129,36,70.19,9,2011
1923223.82,13,6.877,3.641,129.4306,37,67.54,9,2011
1847430.96,13,6.877,3.648,129.5183333,38,63.6,9,2011
1835662.69,13,6.877,3.623,129.6060667,39,68.28,9,2011
2067232.56,13,6.392,3.592,129.6938,40,60.62,10,2011
1929659.07,13,6.392,3.567,129.7706452,41,51.74,10,2011
1973544.27,13,6.392,3.579,129.7821613,42,54.66,10,2011
1948733.81,13,6.392,3.567,129.7936774,43,47.41,10,2011
2036317.54,13,6.392,3.538,129.8051935,44,43.51,11,2011
2111592.09,13,6.392,3.513,129.8167097,45,33.8,11,2011
2016323.51,13,6.392,3.489,129.8268333,46,40.65,11,2011
2864170.61,13,6.392,3.445,129.8364,47,38.89,11,2011
2051315.66,13,6.392,3.389,129.8459667,48,33.94,12,2011
2462779.06,13,6.392,3.341,129.8555333,49,24.82,12,2011
2760346.71,13,6.392,3.282,129.8980645,50,27.85,12,2011
3556766.03,13,6.392,3.186,129.9845484,51,24.76,12,2011
1969056.91,13,6.392,3.119,130.0710323,52,31.53,12,2011
1865752.78,13,6.104,3.08,130.1575161,1,33.8,1,2012
1794962.64,13,6.104,3.056,130.244,2,25.61,1,2012
1811606.21,13,6.104,3.047,130.2792258,3,32.71,1,2012
1733983.09,13,6.104,3.058,130.3144516,4,34.32,1,2012
1927780.74,13,6.104,3.077,130.3496774,5,31.39,2,2012
2069284.57,13,6.104,3.116,130.3849032,6,33.73,2,2012
2214477.06,13,6.104,3.119,130.4546207,7,36.57,2,2012
1929768.03,13,6.104,3.145,130.5502069,8,35.38,2,2012
1969742.76,13,6.104,3.242,130.6457931,9,32.36,3,2012
1986445.65,13,6.104,3.38,130.7413793,10,38.24,3,2012
2025582.62,13,6.104,3.529,130.8261935,11,52.5,3,2012
1904421.74,13,6.104,3.671,130.8966452,12,47.83,3,2012
1948982.7,13,6.104,3.734,130.9670968,13,53.2,3,2012
2271614.76,13,5.965,3.793,131.0375484,14,48.85,4,2012
2057637.86,13,5.965,3.833,131.108,15,51.7,4,2012
1955689.12,13,5.965,3.845,131.1173333,16,50.24,4,2012
1970121.65,13,5.965,3.842,131.1266667,17,64.8,4,2012
1995994.51,13,5.965,3.831,131.136,18,54.41,5,2012
2080764.17,13,5.965,3.809,131.1453333,19,56.47,5,2012
2131900.55,13,5.965,3.808,131.0983226,20,65.17,5,2012
2043349.41,13,5.965,3.801,131.0287742,21,62.39,5,2012
2035431.39,13,5.965,3.788,130.9592258,22,61.11,6,2012
2182437.9,13,5.965,3.776,130.8896774,23,68.4,6,2012
2152229.11,13,5.965,3.756,130.8295333,24,65.97,6,2012
2094373.0,13,5.965,3.737,130.7929,25,72.89,6,2012
2037663.71,13,5.965,3.681,130.7562667,26,82.0,6,2012
2184980.35,13,5.765,3.63,130.7196333,27,79.23,7,2012
2002750.99,13,5.765,3.595,130.683,28,83.68,7,2012
2053089.32,13,5.765,3.556,130.7012903,29,75.69,7,2012
1914430.53,13,5.765,3.537,130.7195806,30,80.42,7,2012
2044148.23,13,5.765,3.512,130.737871,31,81.99,8,2012
2041019.92,13,5.765,3.509,130.7561613,32,81.69,8,2012
2095769.18,13,5.765,3.545,130.7909677,33,79.4,8,2012
2059458.25,13,5.765,3.582,130.8381613,34,77.37,8,2012
2073855.42,13,5.765,3.624,130.8853548,35,79.18,8,2012
2165796.31,13,5.765,3.689,130.9325484,36,70.65,9,2012
1919917.03,13,5.765,3.749,130.9776667,37,68.55,9,2012
1938379.66,13,5.765,3.821,131.0103333,38,67.96,9,2012
1927664.11,13,5.765,3.821,131.043,39,64.8,9,2012
2041918.74,13,5.621,3.815,131.0756667,40,61.79,10,2012
1999079.44,13,5.621,3.797,131.1083333,41,55.1,10,2012
2018010.15,13,5.621,3.781,131.1499677,42,52.06,10,2012
2035189.66,13,5.621,3.755,131.1930968,43,46.97,10,2012
2623469.95,14,8.992,2.784,181.8711898,5,27.31,2,2010
1704218.84,14,8.992,2.773,181.982317,6,27.73,2,2010
2204556.7,14,8.992,2.745,182.0347816,7,31.27,2,2010
2095591.63,14,8.992,2.754,182.0774691,8,34.89,2,2010
2237544.75,14,8.992,2.777,182.1201566,9,37.13,3,2010
2156035.06,14,8.992,2.818,182.1628441,10,45.8,3,2010
2066219.3,14,8.992,2.844,182.0779857,11,48.79,3,2010
2050396.27,14,8.992,2.854,181.9718697,12,54.36,3,2010
2495630.51,14,8.899,2.85,181.8657537,13,47.74,4,2010
2258781.28,14,8.899,2.869,181.7596377,14,65.45,4,2010
2121788.61,14,8.899,2.899,181.6924769,15,54.28,4,2010
2138144.91,14,8.899,2.902,181.6772564,16,53.47,4,2010
2082355.12,14,8.899,2.921,181.6620359,17,53.15,4,2010
2370116.52,14,8.899,2.966,181.6468154,18,70.75,5,2010
2129771.13,14,8.899,2.982,181.6612792,19,54.26,5,2010
2108187.1,14,8.899,2.958,181.8538486,20,62.62,5,2010
2227152.16,14,8.899,2.899,182.0464181,21,69.27,5,2010
2363601.47,14,8.899,2.847,182.2389876,22,75.93,6,2010
2249570.04,14,8.899,2.809,182.4315571,23,69.71,6,2010
2248645.59,14,8.899,2.78,182.4424199,24,72.62,6,2010
2246179.91,14,8.899,2.808,182.3806,25,79.32,6,2010
2334788.42,14,8.743,2.815,182.3187801,26,76.61,7,2010
2236209.13,14,8.743,2.793,182.2569603,27,82.45,7,2010
2130287.27,14,8.743,2.783,182.2604411,28,77.84,7,2010
2044155.39,14,8.743,2.771,182.3509895,29,81.46,7,2010
2054843.28,14,8.743,2.781,182.4415378,30,79.78,7,2010
2219813.5,14,8.743,2.784,182.5320862,31,77.17,8,2010
2052984.81,14,8.743,2.805,182.6226346,32,78.44,8,2010
2057138.31,14,8.743,2.779,182.6165205,33,76.01,8,2010
2020332.07,14,8.743,2.755,182.6104063,34,71.36,8,2010
2182563.66,14,8.743,2.715,182.6042922,35,78.37,9,2010
2191767.76,14,8.743,2.699,182.598178,36,70.87,9,2010
1953539.85,14,8.743,2.706,182.622509,37,66.55,9,2010
1879891.13,14,8.743,2.713,182.6696737,38,68.59,9,2010
1855703.66,14,8.724,2.707,182.7168385,39,70.58,10,2010
2091663.2,14,8.724,2.764,182.7640032,40,56.49,10,2010
1932162.63,14,8.724,2.868,182.8106203,41,58.61,10,2010
1936621.09,14,8.724,2.917,182.8558685,42,53.15,10,2010
1984768.34,14,8.724,2.921,182.9011166,43,61.3,10,2010
2078417.47,14,8.724,2.917,182.9463648,44,45.65,11,2010
2092189.06,14,8.724,2.931,182.9916129,45,46.14,11,2010
1968462.58,14,8.724,3.0,182.8989385,46,50.02,11,2010
2921709.71,14,8.724,3.039,182.7832769,47,46.15,11,2010
2258489.63,14,8.724,3.046,182.6676154,48,40.93,12,2010
2600519.26,14,8.724,3.109,182.5519538,49,30.54,12,2010
2762861.41,14,8.724,3.14,182.517732,50,30.51,12,2010
3818686.45,14,8.724,3.141,182.54459,51,30.59,12,2010
1623716.46,14,8.724,3.179,182.5714479,52,29.67,12,2010
1864746.1,14,8.549,3.193,182.5983058,1,34.32,1,2011
1699095.9,14,8.549,3.205,182.6585782,2,24.78,1,2011
1743188.87,14,8.549,3.229,182.9193368,3,30.55,1,2011
1613718.38,14,8.549,3.237,183.1800955,4,24.05,1,2011
1995891.87,14,8.549,3.231,183.4408542,5,28.73,2,2011
1980405.03,14,8.549,3.239,183.7016129,6,30.3,2,2011
2019031.67,14,8.549,3.245,183.9371353,7,40.7,2,2011
1875708.88,14,8.549,3.274,184.1625632,8,35.78,2,2011
2041215.61,14,8.549,3.433,184.3879911,9,38.65,3,2011
1931104.67,14,8.549,3.582,184.613419,10,45.01,3,2011
1932491.42,14,8.549,3.631,184.809719,11,46.66,3,2011
1879451.23,14,8.549,3.625,184.9943679,12,41.76,3,2011
1869110.55,14,8.521,3.638,185.1790167,13,37.27,4,2011
2037798.88,14,8.521,3.72,185.3636656,14,48.71,4,2011
1974960.86,14,8.521,3.821,185.5339821,15,53.69,4,2011
2256461.39,14,8.521,3.892,185.6684673,16,53.04,4,2011
1930617.64,14,8.521,3.962,185.8029526,17,66.18,4,2011
2095599.93,14,8.521,4.046,185.9374378,18,58.21,5,2011
2004330.3,14,8.521,4.066,186.0719231,19,60.38,5,2011
1959967.8,14,8.521,4.062,185.9661154,20,62.28,5,2011
2080694.24,14,8.521,3.985,185.8603077,21,69.7,5,2011
2079899.47,14,8.521,3.922,185.7545,22,76.38,6,2011
2132446.0,14,8.521,3.881,185.6486923,23,73.88,6,2011
2082083.34,14,8.521,3.842,185.6719333,24,69.32,6,2011
2069523.52,14,8.521,3.804,185.7919609,25,74.85,6,2011
2074668.19,14,8.625,3.748,185.9119885,26,74.04,7,2011
2063401.06,14,8.625,3.711,186.032016,27,77.49,7,2011
1953544.76,14,8.625,3.76,186.1399808,28,78.47,7,2011
1882070.88,14,8.625,3.811,186.2177885,29,82.33,7,2011
1871021.01,14,8.625,3.829,186.2955962,30,81.31,7,2011
2066020.69,14,8.625,3.842,186.3734038,31,78.22,8,2011
1928773.82,14,8.625,3.812,186.4512115,32,77.0,8,2011
1896873.99,14,8.625,3.747,186.5093071,33,72.98,8,2011
2273470.62,14,8.625,3.704,186.5641172,34,72.55,8,2011
1750891.47,14,8.625,3.703,186.6189274,35,70.63,9,2011
2202742.9,14,8.625,3.738,186.6737376,36,71.48,9,2011
1864637.89,14,8.625,3.742,186.8024,37,69.17,9,2011
1871555.64,14,8.625,3.711,187.0295321,38,63.75,9,2011
1809989.29,14,8.625,3.645,187.2566641,39,70.66,9,2011
2078796.76,14,8.523,3.583,187.4837962,40,55.82,10,2011
1890870.75,14,8.523,3.541,187.6917481,41,63.82,10,2011
2009004.59,14,8.523,3.57,187.7846197,42,59.6,10,2011
2056846.12,14,8.523,3.569,187.8774913,43,51.78,10,2011
2174056.71,14,8.523,3.551,187.9703629,44,43.92,11,2011
2081534.65,14,8.523,3.53,188.0632345,45,47.65,11,2011
1969360.72,14,8.523,3.53,188.1983654,46,51.34,11,2011
2685351.81,14,8.523,3.492,188.3504,47,48.71,11,2011
2143080.57,14,8.523,3.452,188.5024346,48,50.19,12,2011
2470581.29,14,8.523,3.415,188.6544692,49,46.57,12,2011
2594363.09,14,8.523,3.413,188.7979349,50,39.93,12,2011
3369068.99,14,8.523,3.389,188.9299752,51,42.27,12,2011
1914148.89,14,8.523,3.389,189.0620155,52,37.79,12,2011
1859144.96,14,8.424,3.422,189.1940558,1,35.88,1,2012
1696248.27,14,8.424,3.513,189.3260962,2,41.18,1,2012
1789113.32,14,8.424,3.533,189.4214733,3,31.85,1,2012
1595362.27,14,8.424,3.567,189.5168505,4,37.93,1,2012
1877410.36,14,8.424,3.617,189.6122277,5,42.96,2,2012
2077256.24,14,8.424,3.64,189.7076048,6,37.0,2,2012
2020550.99,14,8.424,3.695,189.8424834,7,36.85,2,2012
1875040.16,14,8.424,3.739,190.0069881,8,42.86,2,2012
1926004.99,14,8.424,3.816,190.1714927,9,41.55,3,2012
2020839.31,14,8.424,3.848,190.3359973,10,45.52,3,2012
1941040.5,14,8.424,3.862,190.4618964,11,50.56,3,2012
1893447.71,14,8.424,3.9,190.5363213,12,59.45,3,2012
1905033.01,14,8.424,3.953,190.6107463,13,50.04,3,2012
2376022.26,14,8.567,3.996,190.6851712,14,49.73,4,2012
1912909.69,14,8.567,4.044,190.7595962,15,51.83,4,2012
1875686.44,14,8.567,4.027,190.8138013,16,63.13,4,2012
1784029.95,14,8.567,4.004,190.8680064,17,53.2,4,2012
1949354.29,14,8.567,3.951,190.9222115,18,55.21,5,2012
1987531.05,14,8.567,3.889,190.9764167,19,61.24,5,2012
1932233.17,14,8.567,3.848,190.9964479,20,66.3,5,2012
2030869.61,14,8.567,3.798,191.0028096,21,67.21,5,2012
2049485.49,14,8.567,3.742,191.0091712,22,74.48,6,2012
2099615.88,14,8.567,3.689,191.0155329,23,64.3,6,2012
1905733.68,14,8.567,3.62,191.0299731,24,71.93,6,2012
1660228.88,14,8.567,3.564,191.0646096,25,74.22,6,2012
1591835.02,14,8.567,3.506,191.0992462,26,75.22,6,2012
1862128.95,14,8.684,3.475,191.1338827,27,82.99,7,2012
1544422.35,14,8.684,3.523,191.1685192,28,79.97,7,2012
1553250.16,14,8.684,3.567,191.1670428,29,78.89,7,2012
1479514.66,14,8.684,3.647,191.1655664,30,77.2,7,2012
1656886.46,14,8.684,3.654,191.16409,31,76.58,8,2012
1648570.03,14,8.684,3.722,191.1626135,32,78.65,8,2012
1660433.3,14,8.684,3.807,191.2284919,33,75.71,8,2012
1621841.33,14,8.684,3.834,191.3448865,34,72.62,8,2012
1613342.19,14,8.684,3.867,191.461281,35,75.09,8,2012
1904512.34,14,8.684,3.911,191.5776756,36,75.7,9,2012
1554794.22,14,8.684,3.948,191.69985,37,67.87,9,2012
1565352.46,14,8.684,4.038,191.8567038,38,65.32,9,2012
1522512.2,14,8.684,3.997,192.0135577,39,64.88,9,2012
1687592.16,14,8.667,3.985,192.1704115,40,64.89,10,2012
1639585.61,14,8.667,4.0,192.3272654,41,54.47,10,2012
1590274.72,14,8.667,3.969,192.3308542,42,56.47,10,2012
1704357.62,14,8.667,3.882,192.3088989,43,58.85,10,2012
652122.44,15,8.35,2.954,131.5279032,5,19.83,2,2010
682447.1,15,8.35,2.94,131.5866129,6,22.0,2,2010
660838.75,15,8.35,2.909,131.637,7,27.54,2,2010
564883.2,15,8.35,2.91,131.686,8,29.87,2,2010
605325.43,15,8.35,2.919,131.735,9,31.79,3,2010
604173.59,15,8.35,2.938,131.784,10,41.39,3,2010
593710.67,15,8.35,2.96,131.8242903,11,44.69,3,2010
592111.49,15,8.35,2.963,131.863129,12,39.53,3,2010
718470.71,15,8.185,2.957,131.9019677,13,45.27,4,2010
634605.77,15,8.185,2.992,131.9408065,14,57.77,4,2010
641208.65,15,8.185,3.01,131.9809,15,49.63,4,2010
643097.6,15,8.185,3.021,132.0226667,16,46.54,4,2010
570791.11,15,8.185,3.042,132.0644333,17,49.09,4,2010
661348.88,15,8.185,3.095,132.1062,18,63.16,5,2010
594385.2,15,8.185,3.112,132.152129,19,47.13,5,2010
616598.1,15,8.185,3.096,132.2230323,20,59.09,5,2010
744772.88,15,8.185,3.046,132.2939355,21,70.61,5,2010
693192.5,15,8.185,3.006,132.3648387,22,69.99,6,2010
619337.29,15,8.185,2.972,132.4357419,23,61.04,6,2010
652329.53,15,8.185,2.942,132.4733333,24,65.83,6,2010
672194.03,15,8.185,2.958,132.4976,25,72.79,6,2010
709337.11,15,8.099,2.958,132.5218667,26,66.13,7,2010
691497.62,15,8.099,2.94,132.5461333,27,77.33,7,2010
633203.69,15,8.099,2.933,132.5667742,28,72.83,7,2010
598553.43,15,8.099,2.924,132.5825806,29,73.2,7,2010
619224.06,15,8.099,2.932,132.5983871,30,72.04,7,2010
639651.24,15,8.099,2.942,132.6141935,31,72.7,8,2010
622437.08,15,8.099,2.923,132.63,32,72.17,8,2010
637090.44,15,8.099,2.913,132.6616129,33,71.1,8,2010
649791.15,15,8.099,2.885,132.6932258,34,65.07,8,2010
638647.21,15,8.099,2.86,132.7248387,35,73.17,9,2010
641965.2,15,8.099,2.837,132.7564516,36,62.36,9,2010
583210.87,15,8.099,2.846,132.7670667,37,57.94,9,2010
548542.47,15,8.099,2.837,132.7619333,38,62.53,9,2010
566945.95,15,8.067,2.84,132.7568,39,59.69,10,2010
591603.79,15,8.067,2.903,132.7516667,40,52.19,10,2010
577011.26,15,8.067,2.999,132.7633548,41,49.96,10,2010
600395.73,15,8.067,3.049,132.8170968,42,47.1,10,2010
598301.5,15,8.067,3.055,132.8708387,43,55.09,10,2010
612987.64,15,8.067,3.049,132.9245806,44,40.29,11,2010
619639.74,15,8.067,3.065,132.9783226,45,39.63,11,2010
608200.81,15,8.067,3.138,132.9172,46,44.1,11,2010
1120018.92,15,8.067,3.186,132.8369333,47,40.71,11,2010
754134.95,15,8.067,3.2,132.7566667,48,36.0,12,2010
847294.04,15,8.067,3.255,132.6764,49,23.97,12,2010
983825.15,15,8.067,3.301,132.6804516,50,25.3,12,2010
1368318.17,15,8.067,3.309,132.7477419,51,25.07,12,2010
543754.17,15,8.067,3.336,132.8150323,52,26.54,12,2010
509640.77,15,7.771,3.351,132.8823226,1,30.53,1,2011
479424.2,15,7.771,3.367,132.9510645,2,19.53,1,2011
487311.03,15,7.771,3.391,133.0285161,3,21.84,1,2011
481119.6,15,7.771,3.402,133.1059677,4,19.61,1,2011
556550.85,15,7.771,3.4,133.1834194,5,20.69,2,2011
582864.35,15,7.771,3.416,133.260871,6,21.64,2,2011
649993.5,15,7.771,3.42,133.3701429,7,33.06,2,2011
547564.09,15,7.771,3.452,133.4921429,8,20.87,2,2011
573374.49,15,7.771,3.605,133.6141429,9,28.16,3,2011
537035.28,15,7.771,3.752,133.7361429,10,34.27,3,2011
551553.99,15,7.771,3.796,133.8492258,11,40.23,3,2011
527389.28,15,7.771,3.789,133.9587419,12,32.63,3,2011
542556.05,15,7.658,3.811,134.0682581,13,30.34,4,2011
587370.81,15,7.658,3.895,134.1777742,14,40.94,4,2011
607691.36,15,7.658,3.981,134.2784667,15,48.63,4,2011
655318.26,15,7.658,4.061,134.3571,16,41.37,4,2011
560764.41,15,7.658,4.117,134.4357333,17,55.46,4,2011
630522.67,15,7.658,4.192,134.5143667,18,49.87,5,2011
630482.91,15,7.658,4.211,134.593,19,57.07,5,2011
593941.9,15,7.658,4.202,134.6803871,20,57.19,5,2011
636193.24,15,7.658,4.134,134.7677742,21,65.87,5,2011
695396.19,15,7.658,4.069,134.8551613,22,69.8,6,2011
642679.81,15,7.658,4.025,134.9425484,23,69.86,6,2011
639928.85,15,7.658,3.989,135.0837333,24,63.9,6,2011
656594.95,15,7.658,3.964,135.2652667,25,69.96,6,2011
674669.16,15,7.806,3.916,135.4468,26,67.43,7,2011
635118.48,15,7.806,3.886,135.6283333,27,73.47,7,2011
624114.56,15,7.806,3.915,135.7837419,28,73.34,7,2011
607475.44,15,7.806,3.972,135.8738387,29,79.97,7,2011
577511.02,15,7.806,4.004,135.9639355,30,74.67,7,2011
607961.21,15,7.806,4.02,136.0540323,31,73.63,8,2011
590836.37,15,7.806,3.995,136.144129,32,70.63,8,2011
599488.98,15,7.806,3.942,136.183129,33,70.41,8,2011
605413.17,15,7.806,3.906,136.2136129,34,69.19,8,2011
649159.68,15,7.806,3.879,136.2440968,35,67.63,9,2011
607593.51,15,7.806,3.93,136.2745806,36,67.59,9,2011
545052.34,15,7.806,3.937,136.3145,37,62.1,9,2011
545570.86,15,7.806,3.899,136.367,38,59.0,9,2011
521297.31,15,7.806,3.858,136.4195,39,64.87,9,2011
579068.88,15,7.866,3.775,136.472,40,51.24,10,2011
537300.94,15,7.866,3.744,136.5150968,41,61.3,10,2011
603318.89,15,7.866,3.757,136.5017742,42,51.67,10,2011
589842.69,15,7.866,3.757,136.4884516,43,45.54,10,2011
615121.78,15,7.866,3.738,136.475129,44,43.39,11,2011
618949.82,15,7.866,3.719,136.4618065,45,47.13,11,2011
597856.51,15,7.866,3.717,136.4666667,46,46.53,11,2011
1066478.1,15,7.866,3.689,136.4788,47,41.1,11,2011
699028.66,15,7.866,3.666,136.4909333,48,45.67,12,2011
764565.55,15,7.866,3.627,136.5030667,49,38.53,12,2011
870415.49,15,7.866,3.611,136.5335161,50,35.49,12,2011
1182691.87,15,7.866,3.587,136.5883871,51,34.93,12,2011
603460.79,15,7.866,3.566,136.6432581,52,31.44,12,2011
516087.65,15,7.943,3.585,136.698129,1,30.24,1,2012
454183.42,15,7.943,3.666,136.753,2,36.26,1,2012
492721.85,15,7.943,3.705,136.8564194,3,21.39,1,2012
466045.63,15,7.943,3.737,136.9598387,4,30.87,1,2012
523831.64,15,7.943,3.796,137.0632581,5,35.3,2,2012
628218.22,15,7.943,3.826,137.1666774,6,31.91,2,2012
598502.83,15,7.943,3.874,137.2583103,7,30.26,2,2012
561137.06,15,7.943,3.917,137.3411034,8,33.18,2,2012
541292.64,15,7.943,3.983,137.4238966,9,33.24,3,2012
545120.67,15,7.943,4.021,137.5066897,10,36.97,3,2012
570611.23,15,7.943,4.021,137.5843871,11,47.42,3,2012
565481.88,15,7.943,4.054,137.6552903,12,58.92,3,2012
557547.25,15,7.943,4.098,137.7261935,13,42.65,3,2012
659950.36,15,8.15,4.143,137.7970968,14,40.01,4,2012
558585.13,15,8.15,4.187,137.868,15,43.52,4,2012
534780.57,15,8.15,4.17,137.9230667,16,54.47,4,2012
527402.62,15,8.15,4.163,137.9781333,17,41.57,4,2012
577868.38,15,8.15,4.124,138.0332,18,51.04,5,2012
579539.95,15,8.15,4.055,138.0882667,19,54.23,5,2012
600050.98,15,8.15,4.029,138.1065806,20,58.84,5,2012
693780.42,15,8.15,3.979,138.1101935,21,67.97,5,2012
663971.26,15,8.15,3.915,138.1138065,22,67.61,6,2012
611390.67,15,8.15,3.871,138.1174194,23,59.35,6,2012
636737.65,15,8.15,3.786,138.1295333,24,67.7,6,2012
687085.6,15,8.15,3.722,138.1629,25,74.28,6,2012
624099.48,15,8.15,3.667,138.1962667,26,68.91,6,2012
678024.75,15,8.193,3.646,138.2296333,27,74.64,7,2012
591335.5,15,8.193,3.689,138.263,28,72.62,7,2012
592369.22,15,8.193,3.732,138.2331935,29,75.31,7,2012
571190.83,15,8.193,3.82,138.2033871,30,73.9,7,2012
590739.62,15,8.193,3.819,138.1735806,31,73.13,8,2012
590453.63,15,8.193,3.863,138.1437742,32,73.99,8,2012
579738.2,15,8.193,3.963,138.1857097,33,70.29,8,2012
606210.77,15,8.193,3.997,138.2814516,34,66.98,8,2012
610185.32,15,8.193,4.026,138.3771935,35,71.42,8,2012
587259.82,15,8.193,4.076,138.4729355,36,71.61,9,2012
527509.76,15,8.193,4.088,138.5673,37,65.44,9,2012
533161.64,15,8.193,4.203,138.6534,38,60.34,9,2012
553901.97,15,8.193,4.158,138.7395,39,57.13,9,2012
573498.64,15,7.992,4.151,138.8256,40,59.57,10,2012
551799.63,15,7.992,4.186,138.9117,41,49.12,10,2012
555652.77,15,7.992,4.153,138.8336129,42,52.89,10,2012
558473.6,15,7.992,4.071,138.7281613,43,55.75,10,2012
477409.3,16,7.039,2.58,189.3816974,5,19.79,2,2010
472044.28,16,7.039,2.572,189.4642725,6,20.87,2,2010
469868.7,16,7.039,2.55,189.5340998,7,21.13,2,2010
443242.17,16,7.039,2.586,189.6018023,8,18.12,2,2010
444181.85,16,7.039,2.62,189.6695049,9,27.92,3,2010
445393.74,16,7.039,2.684,189.7372075,10,28.64,3,2010
504307.35,16,7.039,2.692,189.734262,11,33.45,3,2010
483177.2,16,7.039,2.717,189.7195417,12,29.88,3,2010
490503.69,16,6.842,2.725,189.7048215,13,36.19,4,2010
424083.99,16,6.842,2.75,189.6901012,14,34.21,4,2010
436312.41,16,6.842,2.765,189.6628845,15,45.69,4,2010
370230.94,16,6.842,2.776,189.6190057,16,44.9,4,2010
383550.93,16,6.842,2.766,189.575127,17,37.75,4,2010
403217.22,16,6.842,2.771,189.5312483,18,37.43,5,2010
401770.9,16,6.842,2.788,189.4904116,19,41.26,5,2010
435300.51,16,6.842,2.776,189.467827,20,47.34,5,2010
479430.0,16,6.842,2.737,189.4452425,21,52.08,5,2010
